data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0,metric_alias_metrics_view_graph_1,metric_alias_metrics_view_graph_2
StatusCode,Complete,Complete,Complete
Messages,,,
Full label,eu-north-1:AWS/Lambda FunctionName:FetchCurrencyRates Duration Minimum 60,eu-north-1:AWS/Lambda FunctionName:FetchCurrencyRates Duration Average 60,eu-north-1:AWS/Lambda FunctionName:FetchCurrencyRates Duration Maximum 60
Label,Duration,Duration,Duration
2024/09/03 00:40:00,1268.47,1268.47,1268.47
2024/09/03 00:41:00,1609.23,1609.23,1609.23
2024/09/03 00:42:00,1254.94,1254.94,1254.94
2024/09/03 00:43:00,1254.75,1254.75,1254.75
2024/09/03 00:44:00,1255.55,1255.55,1255.55
2024/09/03 00:45:00,1269.03,1269.03,1269.03
2024/09/03 00:46:00,1278.01,1278.01,1278.01
2024/09/03 00:47:00,1267.76,1267.76,1267.76
2024/09/03 00:48:00,1714.36,1714.36,1714.36
2024/09/03 00:49:00,1277.57,1277.57,1277.57
2024/09/03 00:50:00,1302.46,1302.46,1302.46
2024/09/03 00:51:00,1264.58,1264.58,1264.58
2024/09/03 00:52:00,1266.12,1266.12,1266.12
2024/09/03 00:53:00,1248.32,1248.32,1248.32
2024/09/03 00:54:00,1252.24,1252.24,1252.24
2024/09/03 00:55:00,1232.7,1232.7,1232.7
2024/09/03 00:56:00,1599.38,1599.38,1599.38
2024/09/03 00:57:00,1253.25,1253.25,1253.25
2024/09/03 00:58:00,1266.02,1266.02,1266.02
2024/09/03 00:59:00,1265.62,1265.62,1265.62
2024/09/03 01:00:00,1395.97,1395.97,1395.97
2024/09/03 01:01:00,1243.45,1243.45,1243.45
2024/09/03 01:02:00,1287.17,1287.17,1287.17
2024/09/03 01:03:00,1275.32,1275.32,1275.32
2024/09/03 01:04:00,1259.17,1259.17,1259.17
2024/09/03 01:05:00,1242.73,1242.73,1242.73
2024/09/03 01:06:00,1302.53,1302.53,1302.53
2024/09/03 01:07:00,1266.19,1266.19,1266.19
2024/09/03 01:08:00,1292.44,1292.44,1292.44
2024/09/03 01:09:00,1283.74,1283.74,1283.74
2024/09/03 01:10:00,1290.71,1290.71,1290.71
2024/09/03 01:11:00,1293.07,1293.07,1293.07
2024/09/03 01:12:00,1881.43,1881.43,1881.43
2024/09/03 01:13:00,1963.79,1963.79,1963.79
2024/09/03 01:14:00,1322.46,1322.46,1322.46
2024/09/03 01:15:00,1328.87,1328.87,1328.87
2024/09/03 01:16:00,1338.21,1338.21,1338.21
2024/09/03 01:17:00,1317.22,1317.22,1317.22
2024/09/03 01:18:00,1329.86,1329.86,1329.86
2024/09/03 01:19:00,1321.19,1321.19,1321.19
2024/09/03 01:20:00,1319.67,1319.67,1319.67
2024/09/03 01:21:00,1365.36,1365.36,1365.36
2024/09/03 01:22:00,1325.34,1325.34,1325.34
2024/09/03 01:23:00,1303.47,1303.47,1303.47
2024/09/03 01:24:00,1315.75,1315.75,1315.75
2024/09/03 01:25:00,1307.88,1307.88,1307.88
2024/09/03 01:26:00,1303.19,1303.19,1303.19
2024/09/03 01:27:00,1325.19,1325.19,1325.19
2024/09/03 01:28:00,1316.67,1316.67,1316.67
2024/09/03 01:29:00,1290.61,1290.61,1290.61
2024/09/03 01:30:00,1339.09,1339.09,1339.09
2024/09/03 01:31:00,1311.52,1311.52,1311.52
2024/09/03 01:32:00,1294.8,1294.8,1294.8
2024/09/03 01:33:00,1302.05,1302.05,1302.05
2024/09/03 01:34:00,1330.3,1330.3,1330.3
2024/09/03 01:35:00,1295.61,1295.61,1295.61
2024/09/03 01:36:00,1324.47,1324.47,1324.47
2024/09/03 01:37:00,1317.99,1317.99,1317.99
2024/09/03 01:38:00,1377.94,1377.94,1377.94
2024/09/03 01:39:00,1312.56,1312.56,1312.56
2024/09/03 01:40:00,1314.04,1314.04,1314.04
2024/09/03 01:41:00,1290.77,1290.77,1290.77
2024/09/03 01:42:00,2432.49,2432.49,2432.49
2024/09/03 01:43:00,1333.79,1333.79,1333.79
2024/09/03 01:44:00,1318.98,1318.98,1318.98
2024/09/03 01:45:00,1318.38,1318.38,1318.38
2024/09/03 01:46:00,1296.78,1296.78,1296.78
2024/09/03 01:47:00,1303.44,1303.44,1303.44
2024/09/03 01:48:00,1325.74,1325.74,1325.74
2024/09/03 01:49:00,1315.32,1315.32,1315.32
2024/09/03 01:50:00,1332.19,1332.19,1332.19
2024/09/03 01:51:00,1306.24,1306.24,1306.24
2024/09/03 01:52:00,1310.56,1310.56,1310.56
2024/09/03 01:53:00,1307.66,1307.66,1307.66
2024/09/03 01:54:00,1341.08,1341.08,1341.08
2024/09/03 01:55:00,1379.3,1379.3,1379.3
2024/09/03 01:56:00,1316.42,1316.42,1316.42
2024/09/03 01:57:00,1303.33,1303.33,1303.33
2024/09/03 01:58:00,1294.04,1294.04,1294.04
